"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","X","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","DBH_cm","CCS_r_m"
"120022",21,-9,0,983,159,45,2,"gki","1",1,-9,-9,254,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.45,12.62
"120022",22,-9,0,1233,140,45,2,"gki","1",1,-9,-9,302,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.2,17.84
"120022",23,-9,0,921,139,45,2,"gki","2",1,-9,-9,250,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.05,12.62
"120022",24,-9,0,547,148,45,2,"gki","3",1,-9,-9,214,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.4,12.62
"120022",25,-9,0,308,130,45,2,"gki","1",1,223,154,252,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.2,12.62
"120022",26,-9,0,1002,116,45,2,"gki","3",1,-9,-9,205,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20.5,12.62
"120022",27,-9,0,749,96,45,2,"gki","2",1,-9,-9,231,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",23.1,12.62
"120022",28,-9,0,426,67,45,2,"gki","3",1,-9,-9,192,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",19.25,12.62
"120022",29,-9,0,1133,67,45,2,"gki","3",1,-9,-9,224,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.4,12.62
"120022",30,-9,0,909,45,45,2,"gki","1",1,-9,-9,268,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",26.8,12.62
"120022",31,-9,0,1064,32,45,2,"gki","3",1,-9,-9,225,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.5,12.62
"120022",32,-9,0,1717,30,45,2,"gki","1",1,-9,-9,330,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.05,17.84
"120022",33,-9,0,1104,12,45,2,"gki","3",1,-9,-9,159,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.9,12.62
"120022",34,-9,0,1172,399,45,2,"gki","3",1,-9,-9,219,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.9,12.62
"120022",35,-9,0,1049,389,45,2,"gki","3",1,-9,-9,200,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20,12.62
"120022",36,-9,0,929,349,45,2,"gki","1",1,-9,-9,264,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",26.4,12.62
"120022",37,-9,0,1065,334,45,2,"gki","2",1,-9,-9,248,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",24.8,12.62
"120022",38,-9,0,675,356,45,2,"gki","3",1,-9,-9,230,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",23,12.62
"120022",39,-9,0,296,355,45,2,"gki","3",1,-9,-9,200,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20.05,12.62
"120022",40,-9,0,148,7,45,2,"gki","4",1,179,131,125,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.55,12.62
"120024",1,-9,0,245,113,15,5,"stk","0",2,58,21,70,130,2011,"HBI",64,153,"STk","Spaetbl. Traubenkirsche","Prunus serotina","Prunus","serotina","080.035.018","LB",39,30011,"KIR","WAHR","Prunus avium",29,"bu","aLn","shw","BI","BI","aLB","BI",7,5.64
"120024",2,-9,0,746,84,85,5,"gki","2",1,-9,-9,381,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",38.1,17.84
"120024",3,-9,0,1067,96,25,5,"tei","0",2,102,36,126,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI",12.6,12.62
"120024",4,-9,0,960,108,85,5,"gki","3",1,-9,-9,278,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",27.8,12.62
"120024",5,-9,0,1285,109,85,5,"gki","2",1,-9,-9,319,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",31.9,17.84
"120024",6,-9,0,1592,91,85,5,"gki","2",1,-9,-9,337,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.7,17.84
"120024",7,-9,0,1457,62,85,5,"gki","1",1,-9,-9,382,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",38.2,17.84
"120024",8,-9,0,1093,53,85,5,"gki","3",1,-9,-9,278,170,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",28,12.62
"120024",9,-9,0,718,62,85,5,"gki","2",1,-9,-9,360,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",36,17.84
"120024",10,-9,0,725,69,25,5,"tei","0",2,80,19,118,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI",11.8,12.62
"120024",11,-9,0,1660,47,85,5,"gki","1",1,-9,-9,332,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.2,17.84
"120024",12,-9,0,831,3,85,5,"gki","2",1,254,165,356,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",35.6,17.84
"120024",13,-9,0,653,2,85,5,"gki","2",1,259,171,346,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.6,17.84
"120024",14,-9,0,440,349,15,5,"stk","0",2,96,43,113,130,2011,"HBI",64,153,"STk","Spaetbl. Traubenkirsche","Prunus serotina","Prunus","serotina","080.035.018","LB",39,30011,"KIR","WAHR","Prunus avium",29,"bu","aLn","shw","BI","BI","aLB","BI",11.3,12.62
"120024",15,-9,0,686,337,85,5,"gki","1",1,-9,-9,384,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",38.4,17.84
"120024",16,-9,0,1124,355,85,5,"gki","3",1,-9,-9,347,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.7,17.84
"120024",17,-9,0,1457,382,85,5,"gki","3",1,-9,-9,313,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",31.3,17.84
"120024",18,-9,0,1657,368,85,5,"gki","1",1,295,207,492,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",49.2,17.84
"120024",19,-9,0,1506,331,85,5,"gki","1",1,-9,-9,486,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",48.6,17.84
"120024",20,-9,0,708,310,85,5,"gki","2",1,-9,-9,392,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",39.2,17.84
"120024",21,-9,0,1232,285,85,5,"gki","1",1,-9,-9,454,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",45.4,17.84
"120024",22,-9,0,1600,260,85,5,"gki","3",1,-9,-9,355,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",35.5,17.84
"120024",23,-9,0,1642,237,85,5,"gki","3",1,-9,-9,327,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",32.7,17.84
"120024",24,-9,0,1637,227,85,5,"gki","1",1,-9,-9,411,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",41.1,17.84
"120024",25,-9,0,1172,247,85,5,"gki","2",1,-9,-9,361,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",36.1,17.84
"120024",26,-9,0,818,249,85,5,"gki","2",1,-9,-9,353,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",35.3,17.84
"120024",27,-9,0,644,210,85,5,"gki","3",1,272,189,280,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",28,12.62
"120024",28,-9,0,991,201,85,5,"gki","3",1,-9,-9,308,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.8,17.84
"120024",29,-9,0,1247,213,85,5,"gki","3",1,-9,-9,332,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.25,17.84
"120024",30,-9,0,1704,212,85,5,"gki","2",1,-9,-9,403,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",40.3,17.84
"120024",31,-9,0,1456,202,85,5,"gki","3",1,-9,-9,327,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",32.7,17.84
"120024",32,-9,0,1784,201,85,5,"gki","3",1,-9,-9,314,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",31.4,17.84
"120024",33,-9,0,1538,190,85,5,"gki","2",1,-9,-9,319,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",31.9,17.84
"120024",34,-9,0,1668,185,85,5,"gki","2",1,-9,-9,304,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.45,17.84
"120024",35,-9,0,1213,183,85,5,"gki","1",1,-9,-9,328,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",32.8,17.84
"120024",36,-9,0,353,166,85,5,"gki","1",1,248,176,405,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",40.5,17.84
"120024",37,-9,0,642,132,85,5,"gki","1",1,-9,-9,368,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",36.8,17.84
"120024",38,-9,0,1034,151,85,5,"gki","2",1,-9,-9,375,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",37.5,17.84
"120024",39,-9,0,1202,124,85,5,"gki","2",1,-9,-9,335,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.5,17.84
"120024",40,-9,0,1299,137,85,5,"gki","2",1,-9,-9,331,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.1,17.84
"120024",41,-9,0,1506,130,85,5,"gki","1",1,-9,-9,393,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",39.3,17.84
"120025",1,-9,0,302,23,96,6,"gki","1",1,-9,-9,344,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.4,17.84
"120025",2,-9,0,1094,52,96,6,"gki","3",1,-9,-9,305,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.5,17.84
"120025",3,-9,0,1422,57,96,6,"gki","2",1,-9,-9,313,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",31.3,17.84
"120025",4,-9,0,1510,73,96,6,"gki","2",1,-9,-9,362,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",36.2,17.84
"120025",5,-9,0,1168,89,96,6,"gki","4",1,-9,-9,240,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",24,12.62
"120025",6,-9,0,330,93,96,6,"gki","2",1,311,240,330,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33,17.84
"120025",7,-9,0,1011,110,96,6,"gki","1",1,-9,-9,333,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",33.3,17.84
"120025",8,-9,0,1553,114,96,6,"gki","1",1,-9,-9,358,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",35.8,17.84
"120025",9,-9,0,244,181,96,6,"gki","4",1,263,169,211,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.1,12.62
"120025",10,-9,0,585,147,96,6,"gki","3",1,270,194,279,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",27.9,12.62
"120025",11,-9,0,985,160,96,6,"gki","4",1,-9,-9,267,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",26.7,12.62
"120025",12,-9,0,1677,147,96,6,"gki","1",1,-9,-9,342,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.3,17.84
"120025",13,-9,0,1442,179,96,6,"gki","1",1,-9,-9,441,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",44.1,17.84
"120025",14,-9,0,823,189,96,6,"gki","3",1,-9,-9,290,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",29,12.62
"120025",15,-9,0,478,219,96,6,"gki","2",1,-9,-9,341,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.1,17.84
"120025",16,-9,0,726,226,96,6,"gki","1",1,-9,-9,403,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",40.3,17.84
"120025",17,-9,0,1225,202,96,6,"gki","2",1,-9,-9,324,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",32.4,17.84
"120025",18,-9,0,1408,217,96,6,"gki","3",1,-9,-9,301,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.1,17.84
"120025",19,-9,0,355,288,96,6,"gki","1",1,295,182,369,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",36.9,17.84
"120025",20,-9,0,845,268,96,6,"gki","1",1,-9,-9,363,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",36.3,17.84
"120025",21,-9,0,1048,253,96,6,"gki","4",1,-9,-9,228,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.8,12.62
"120025",22,-9,0,1152,297,96,6,"gki","3",1,-9,-9,304,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.4,17.84
"120025",23,-9,0,1784,293,96,6,"gki","1",1,-9,-9,381,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",38.1,17.84
"120025",24,-9,0,1429,311,96,6,"gki","2",1,-9,-9,341,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.1,17.84
"120025",25,-9,0,1530,326,96,6,"gki","1",1,-9,-9,349,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.9,17.84
"120025",26,-9,0,1725,335,96,6,"gki","3",1,-9,-9,314,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",31.4,17.84
"120025",27,-9,0,1276,341,96,6,"gki","1",1,-9,-9,349,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",34.9,17.84
"120025",28,-9,0,741,347,96,6,"gki","2",1,-9,-9,309,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.9,17.84
